#,Token,Symbol,Address,Reputation,Labels,Symbol_lower,Rank,Asset,Symbol_y,Price,Marketcap,Category,Sector,Tags,similarity,type,Category_clean,duplicated
,Oxygen Ecosystem Token,OXY,0x965697b4ef02f0de01384d0d4f9f782b1670c163,NEUTRAL,['DeFi'],oxy,,,,,,,,,0,,,
,PEPE,P,0xc65d2b3cbd6ded0619df959d4da2073b4a0f6ce4,UNKNOWN,,p,,,,,,,,,0,,,
,PepeAndFrenz,PAF,0xbb21879423cadd3300955bb2f2c89c80ded8fd08,UNKNOWN,,paf,,,,,,,,,0,,,
,Pepewifmaga,PAGA,0x420695356f5077c838ff443df23a30a7aecddd6b,UNKNOWN,,paga,,,,,,,,,0,,,
,Pandora,PANDORA,0x9e9fbde7c7a83c43913bddc8779158f1368f0413,NEUTRAL,['NFT'],pandora,1273,Pandora,pandora,$857.87,$8.67M,Developer Tooling,Developer Tooling,"['Crypto Native', 'NFTs']",100,Protocol,Others,
,PANIK,PANIK,0x83510622525d7d3c7200e6a7ce7bd24a8552611d,UNKNOWN,,panik,,,,,,,,,0,,,
,Papa,PAPA,0x134bb4ed7dd3c0dacb41619ca31bee5fc340c590,UNKNOWN,,papa,,,,,,,,,0,,,
,Papi,PAPI,0x6dc469a3ef387ad9619df7774388ae26439ac8d4,UNKNOWN,,papi,,,,,,,,,0,,,
,Papo,PAPO,0xf87bd7d5c3066fd20d4c402ff6089e9f44643b33,UNKNOWN,,papo,,,,,,,,,0,,,
,Param,PARAM,0x69a1e699f562d7af66fc6cc473d99f4430c3acd2,NEUTRAL,,param,,,,,,,,,0,,,
,Patton,PATTON,0x2a961d752eaa791cbff05991e4613290aec0d9ac,UNKNOWN,['MEME'],patton,,,,,,,,,0,,,
,Pepe Brother,PBRO,0x1acb67a1abc05580dac7bf87d28e605c56b1e325,UNKNOWN,,pbro,,,,,,,,,0,,,
,PE,PE,0xbd32bec7c76d28aa054fc0c907d601b9263e22c7,NEUTRAL,,pe,,,,,,,,,0,,,
,Peapods,PEAS,0x02f92800f57bcd74066f5709f1daa1a4302df875,NEUTRAL,['DeFi'],peas,738,Peapods Finance,peas,$3.33,$33.14M,,,,100,,,
,Pecky,PECKY,0xbed6304f6838d060cdae23525ad605a9ed8353bd,UNKNOWN,,pecky,,,,,,,,,0,,,
,Pepe&#39;s Meme World,PED,0x34f5c9449bae9b1d96044690164bd66f2f604c1e,UNKNOWN,,ped,,,,,,,,,0,,,
,Peepa,PEEPA,0x88417754ff7062c10f4e3a4ab7e9f9d9cbda6023,UNKNOWN,['MEME'],peepa,,,,,,,,,0,,,
,Peezy,PEEZY,0xc9bd7011ee97a13dc07087e01499a769ab7e75b4,NEUTRAL,,peezy,1781,Young Peezy AKA Pepe,peezy,$0.00,$3.03M,,,,100,,,
,Kung Fu Pepe,PEFU,0x68d57f179b808d12183b52785117365b8db11be1,UNKNOWN,,pefu,,,,,,,,,0,,,
,Trumpei,PEI,0xccc66643a12399140b977aed3655cc7fce0e845e,UNKNOWN,,pei,,,,,,,,,0,,,
,PEIPEI,PEIPEI,0xf327c89bf0769f0f2e99e50232557f03aad6cc17,UNKNOWN,,peipei,950,PeiPei,peipei,$0.0₇461,$19.70M,Cryptocurrency,Cryptocurrency,['Meme'],40,Cryptocurrency,Cryptocurrency,
,PeiPei 2.0,PEIPEI2,0x9e9607f740c9137ae853b3daf4d4cc3fe9000138,UNKNOWN,,peipei2,,,,,,,,,0,,,
,PepeMouse,PEMO,0xe9f57296d24e246c08b4d7bed008937a551ea9cf,UNKNOWN,,pemo,,,,,,,,,0,,,
,PEPE,PEPE,0x2fb3842189fc7a699d047d9e647474f27779331d,UNKNOWN,,pepe,,,,,,,,,,,,TRUE
,say my name,PEPE,0x203b720e966abad4acc3f4a01b5e8998a450c458,UNKNOWN,,pepe,,,,,,,,,,,,TRUE
,Pepe FC,PEPEFC,0xc63804b21fe54000b07bda8750417bfec36e9e7f,NEUTRAL,,pepefc,,,,,,,,,0,,,
,Pepega,PEPEGA,0x9634bdb20bbab07bb52d279fa6e0c53ccc89c879,UNKNOWN,,pepega,,,,,,,,,0,,,
,PepeJam,PEPEJ,0x0ed2ad0334cd512ddc94740b85032e6b9f8f19d7,UNKNOWN,,pepej,,,,,,,,,0,,,
,PEPE WILLING,PEPEW,0x8a915282bab9985ea4c13ad35b53403644ebeace,UNKNOWN,,pepew,,,,,,,,,0,,,
,PepeWU,PepeWU,0x6f057a5d7b7d70017a6fb6d90b2361258981e876,UNKNOWN,,pepewu,,,,,,,,,0,,,
,Indian Pepe,PEPJI,0x4d14f19bafd6a2159a152f8aab71172b2b16d7b0,UNKNOWN,,pepji,,,,,,,,,0,,,
,Peepo,PEPO,0xd1b89856d82f978d049116eba8b7f9df2f342ff3,UNKNOWN,['MEME'],pepo,1343,PEPO,pepo,$0.01,$7.37M,Cryptocurrency,Cryptocurrency,['Meme'],40,Cryptocurrency,Cryptocurrency,
,Petardio,PETARDIO,0xeaeda1804b32820617785d54d9e2d915ba3f3e42,UNKNOWN,,petardio,,,,,,,,,0,,,
,pepe in a memes world,PEW,0x382ea807a61a418479318efd96f1efbc5c1f2c21,NEUTRAL,['MEME'],pew,,,,,,,,,0,,,
,PewPew,PEWPEW,0x027be120ab5026e662e0eb242a29cea24b2348e3,UNKNOWN,,pewpew,,,,,,,,,0,,,
,PHRYGES,PHRYGES,0x96e99106d9c58573171dd6c19d767d2ae7ec0435,UNKNOWN,,phryges,,,,,,,,,0,,,
,PiePie,PIEPIE,0x5c1bfab1f6bbd8f059c7d0c0124e5b8a7bff84fd,UNKNOWN,,piepie,,,,,,,,,0,,,
,PIKACHU,PIKA,0x3998dca747a4468bd183b8d8c4609ded5969fab2,UNKNOWN,,pika,1960,Pikamoon,pika,$0.00,$2.12M,,,['Meme'],25,,,
,PIKAMOON,PIKA,0xd1e64bcc904cfdc19d0faba155a9edc69b4bcdae,UNKNOWN,,pika,1960,Pikamoon,pika,$0.00,$2.12M,,,['Meme'],22,,,
,Pipi,PIPI,0x36ba7e6cf7d8370d44aeb545785b713d86335040,UNKNOWN,,pipi,,,,,,,,,0,,,
,Pipi,PIPI,0x6977597bbbdcc453636bd67a161a96d85098f327,UNKNOWN,,pipi,,,,,,,,,0,,,
,Pirate,PIRATE,0x1b41d54b3f8de13d58102c50d7431fd6aa1a2c48,NEUTRAL,['Gaming'],pirate,1111,Pirate Nation,PIRATE,$0.06,$12.80M,Metaverse and Gaming,Gaming,['NFTs'],100,Protocol,Metaverse and Gaming,
,Yung Pizi,PIZI,0x9c0fa37754057cd8f04d5cc94a399146123bd1f6,UNKNOWN,,pizi,,,,,,,,,0,,,
,Playdoge,PLAY,0x6551698ee65f5db726e49f9ab0ff1ce9419003a7,NEUTRAL,['Bridged Token'],play,1656,PLAY,play,$0.01,$3.75M,Developer Tooling,Developer Tooling,"['EVM', 'SVM']",40,Protocol,Others,
,Pond Coin,PNDC,0x423f4e6138e475d85cf7ea071ac92097ed631eea,UNKNOWN,['MEME'],pndc,,,,,,,,,0,,,
,POG,POG,0x0e6fb2b070ad1a4499e8bb1c9223024b186d1e6b,UNKNOWN,,pog,,,,,,,,,0,,,
,POGGERS,POG,0x456b24e31e68c970f511a71c93febd0d2429f1e6,UNKNOWN,,pog,,,,,,,,,0,,,
,POGGERS,POG,0xe6b39a7e9ae24d4d54279ce3f6908d4616b232cd,UNKNOWN,,pog,,,,,,,,,0,,,
,Pogged Coin,POG,0xdf4ac52ef799d79b29fd4045ff9eda85335b0325,UNKNOWN,,pog,,,,,,,,,0,,,
,Poge,POGE,0xf12e6613790294ef4f302dae2c8bfb9675ee0288,UNKNOWN,['MEME'],poge,,,,,,,,,0,,,
,Poggers,POGGERS,0x096799cec6b074bdcb11db622a173efdef7d48a1,UNKNOWN,,poggers,,,,,,,,,0,,,
,Pepebonk,PONK,0x05ce16b211cd80da61bed96fa334607a448efc51,UNKNOWN,,ponk,,,,,,,,,0,,,
,Ponk,PONK,0x00bfe3df83e91bc9d51e851610975e5072387ff5,UNKNOWN,,ponk,,,,,,,,,0,,,
,PoofAI,POOF,0x36862ff1f4f2cc859a13a45d4921f8ab3664e22b,UNKNOWN,,poof,,,,,,,,,0,,,
,POOH,POOH,0xb69753c06bb5c366be51e73bfc0cc2e3dc07e371,UNKNOWN,['MEME'],pooh,1738,POOH,pooh,$0.0₈776,$3.27M,Cryptocurrency,Cryptocurrency,['Meme'],100,Cryptocurrency,Cryptocurrency,
,Proof of Pepe,POP,0x7f75aa2274273f4d41267a0e2cd6c9b96c5b7510,NEUTRAL,,pop,,,,,,,,,0,,,
,POPCAT,POPCAT,0x57274697d3752ac113a53d91dc284e20c0c71cc1,UNKNOWN,['MEME'],popcat,155,Popcat,POPCAT,$0.46,$449M,Cryptocurrency,Cryptocurrency,"['Cat-Themed Coins', 'Meme']",29,Cryptocurrency,Cryptocurrency,
,PepeFork,PORK,0xb9f599ce614feb2e1bbe58f180f370d05b39344e,NEUTRAL,['MEME'],pork,1272,PepeFork,pork,$0.0₇255,$8.68M,Cryptocurrency,Cryptocurrency,['Meme'],100,Cryptocurrency,Cryptocurrency,
,Port3 Network,PORT3,0xb4357054c3da8d46ed642383f03139ac7f090343,UNKNOWN,['Artificial Intelligence'],port3,994,Port3 Network,port3,$0.03,$17.33M,Physical Infrastructure Networks,Database,"['A.I.', 'DePIN']",100,Protocol,Others,
,pepewifgun,POW,0xf860332b4359e33ed25bc73d73a61a16eefb03ba,UNKNOWN,,pow,,,,,,,,,0,,,
,Prayge,PRAYGE,0x006beaf05ab75c848c92d0889165f4d0780d286c,UNKNOWN,,prayge,,,,,,,,,0,,,
,Prisma Governance Token,PRISMA,0xda47862a83dac0c112ba89c6abc2159b95afd71c,NEUTRAL,['DeFi'],prisma,1496,Prisma Governance Token,prisma,$0.05,$5.14M,Synthetic Assets,Liquid Staking Tokens,"['Curve Finance Ecosystem', 'DeFi']",100,Synthetic,Liquid Staking Tokens,
,Persona,PRSN,0xbabafdd8045740449a42b788a26e9b3a32f88ac1,NEUTRAL,['NFT'],prsn,,,,,,,,,0,,,
,PT ENA 29AUG2024,PT-ENA-29AUG2024,0x9946c55a34cd105f1e0cf815025eaecff7356487,NEUTRAL,"['Pendle', 'DeFi']",pt-ena-29aug2024,,,,,,,,,0,,,
,PT Puffer ETH 27JUN2024,PT-pufETH-27JUN2024,0xc58aa33ce619c7f7ac4929df357d0ef762edbd23,NEUTRAL,"['Pendle', 'DeFi']",pt-pufeth-27jun2024,,,,,,,,,0,,,
,PT Ethena sUSDE 25JUL2024,PT-sUSDE-25JUL2024,0xd810362556296c834e30c9a61d8e21a5cf29eab4,NEUTRAL,"['Pendle', 'DeFi']",pt-susde-25jul2024,,,,,,,,,0,,,
,PT Ethena sUSDE 26SEP2024,PT-sUSDE-26SEP2024,0x6c9f097e044506712b58eac670c9a5fd4bccef13,NEUTRAL,"['Pendle', 'DeFi']",pt-susde-26sep2024,,,,,,,,,0,,,
,PT ether.fi weETH 27JUN2024,PT-weETH-27JUN2024,0xc69ad9bab1dee23f4605a82b3354f8e40d1e5966,UNKNOWN,"['Pendle', 'DeFi']",pt-weeth-27jun2024,,,,,,,,,0,,,
,pufETH,pufETH,0xd9a442856c234a39a81a089c06451ebaa4306a72,NEUTRAL,['Liquid staking'],pufeth,135,pufETH,pufETH,"$2,739.20",,Synthetic Assets,Liquid Staking Tokens,"['DeFi', 'Ethereum Liquid Staking Asset']",100,Synthetic,Liquid Staking Tokens,
,People Trump,PUMP,0x1171e6bec5fce0b06c2b73bc1096051c5650f1ed,UNKNOWN,,pump,,,,,,,,,0,,,
,I love puppies,puppies,0xcf91b70017eabde82c9671e30e5502d312ea6eb2,NEUTRAL,,puppies,,,,,,,,,0,,,
,PayPal USD,PYUSD,0x6c3ea9036406852006290770bedfcaba0e23a0e8,UNKNOWN,['Stablecoin'],pyusd,100,PayPal USD,PYUSD,$1.00,$899M,Cryptocurrency,Stablecoins,"['Centralized Issuer', 'U.S. Dollar Stablecoin']",100,Cryptocurrency,Stablecoins,
,Q Token,Q,0xaca40632c51c2a03209d2714b88aa0f1456a2101,UNKNOWN,,q,,,,,,,,,0,,,
,Chongqing,QING,0x1eea5a172d5a8a7670476008fd19ccbd9297a0fe,UNKNOWN,,qing,,,,,,,,,0,,,
,ShangXin QingWa,QINGWA,0x71144d4826018aacd58562b0e1be199d3cc493ac,NEUTRAL,,qingwa,,,,,,,,,0,,,
,Shiba Predator,QOM,0xa71d0588eaf47f12b13cf8ec750430d21df04974,UNKNOWN,['MEME'],qom,1980,Shiba Predator,qom,$0.0₈341,$2.05M,Cryptocurrency,Cryptocurrency,"['Dog-Themed', 'Meme']",100,Cryptocurrency,Cryptocurrency,
,Quantum Cloak,QTC,0x22c158a3f3ea3419176c083aa11eb593e94965dc,NEUTRAL,,qtc,,,,,,,,,0,,,
,InQubeta,QUBE,0x55cd6418afe170a91e0be03d7306ab4b755b7ee5,UNKNOWN,,qube,,,,,,,,,0,,,
,QUBY,QUBY,0xc785698504a70be37d0e939a4c5326f8eddd5beb,NEUTRAL,,quby,,,,,,,,,0,,,
,Rastopyry,RASTO,0x5408d3883ec28c2de205064ae9690142b035fed2,NEUTRAL,,rasto,,,,,,,,,0,,,
,,RC20 **,0x224186fc537498d9b2ecec7ec1ddcb5f80a226b6,UNKNOWN,,rc20 **,,,,,,,,,0,,,
,,RC20 **,0x2401c39d7ba9e283668a53fcc7b8f5fd9e716fdf,UNKNOWN,,rc20 **,,,,,,,,,0,,,
,,RC20 **,0x2dabcea55a12d73191aece59f508b191fb68adac,UNKNOWN,,rc20 **,,,,,,,,,0,,,
,,RC20 **,0x30a4aa1d14d44f0f5bfe887447ab6facc94a549f,UNKNOWN,,rc20 **,,,,,,,,,0,,,
,,RC20 **,0x68754d29f2e97b837cb622ccff325adac27e9977,UNKNOWN,,rc20 **,,,,,,,,,0,,,
,RCH Token,RCH,0x57b96d4af698605563a4653d882635da59bf11af,NEUTRAL,,rch,1438,RCH Token,rch,$0.22,$5.79M,Governance,Governance Frameworks,"['DAO', 'DeFi']",100,Protocol,Others,
,REEE,REEE,0x0d7f9b10f4f8eda784f586cc613688cacf94d587,UNKNOWN,,reee,,,,,,,,,0,,,
,Roaring Pepe,REEEE,0x1bc887295817e568a09585e16f173f3c093b4e37,UNKNOWN,,reeee,,,,,,,,,0,,,
,Repe,repe,0x7576917e8ecaff11d64bcb30cd407f2f1cef2b64,UNKNOWN,,repe,,,,,,,,,0,,,
,Retik Finance,RETIK,0x26ebb8213fb8d66156f1af8908d43f7e3e367c1d,UNKNOWN,['DeFi'],retik,,,,,,,,,0,,,
,Fried Rice,RICE,0x88801139acc4ba25faba036cc1c31cfa8f1c98d8,UNKNOWN,,rice,,,,,,,,,0,,,
,Ring AI,RING,0xc092a137df3cf2b9e5971ba1874d26487c12626d,NEUTRAL,['Artificial Intelligence'],ring,1953,Darwinia Network,RING,$0.00,$2.14M,Cross-Chain Interoperability,Generalized Bridge,,43,Protocol,Generalized Bridge,
,Realio Network,RIO,0xf21661d0d1d76d3ecb8e1b9f1c923dbfffae4097,NEUTRAL,['Old Contract'],rio,570,Realio Network,RIO,$0.31,$54.42M,,,,100,,,
,Ring.Exchange,RNG,0x3b94440c8c4f69d5c9f47bab9c5a93064df460f5,UNKNOWN,,rng,,,,,,,,,0,,,
,Real Nigger Tate,RNT,0xe0baa3dca1e11576b03b1166f262b757ed4a565e,UNKNOWN,,rnt,,,,,,,,,0,,,
,Real Nigger Trump,RNT,0x6b4256bcfff6d2a8141e6b08b95aee75f00de2bc,UNKNOWN,,rnt,,,,,,,,,0,,,
,Roaring Kitty,roar,0x569d0e52c3dbe95983bcc2434cb9f69d905be919,NEUTRAL,['MEME'],roar,1514,Roaring Kitty,roar,$0.01,$5.02M,,,,100,,,
,Tesla Robotaxi,Robotaxi,0x11bce3d6e2aec3bfaa4b47fb654c850418ce861b,UNKNOWN,,robotaxi,,,,,,,,,0,,,
,The Root Network,ROOT,0xa3d4bee77b05d4a0c943877558ce21a763c4fa29,UNKNOWN,['Metaverse'],root,1200,The Root Network,ROOT,$0.00,$10.49M,Networks,Smart Contract Platform,,100,Protocol,Networks,
,RSS3,RSS3,0xc98d64da73a6616c42117b582e832812e7b8d57f,NEUTRAL,['Decentralized Web'],rss3,669,RSS3,RSS3,$0.05,$39.46M,Data,Indexing,['A.I.'],100,Protocol,Others,
,REWARD,RWD,0x5daa087714cb169f605c673a00aef62a9a7236a6,NEUTRAL,,rwd,,,,,,,,,0,,,
,Ryukyu Inu,RYU,0x9c3d2a489f55b567a5feabd37632e637bd2219cb,UNKNOWN,,ryu,1368,RyuJin,ryu,$0.0₈686,$6.89M,,,,67,,,
,Saluki,SALUKI,0x7f0ee45f8a494400d33285d2f473a5b6bd832583,UNKNOWN,,saluki,,,,,,,,,0,,,
,Sad Pepe,SAPE,0x91cf6011527446c0d8682938d2099b347826977d,UNKNOWN,,sape,,,,,,,,,0,,,
,Scotty AI,SCOTTY,0xc0db17bc219c5ca8746c29ee47862ee3ad742f4a,NEUTRAL,,scotty,,,,,,,,,0,,,
,Savings Dai,sDAI,0x83f20f44975d03b1b09e64809b757c47f942beea,NEUTRAL,,sdai,166,Savings Dai,sdai,$1.16,,Synthetic Assets,Collateral Assets,"['Stakeable', 'U.S. Dollar Stablecoin']",100,Synthetic,Collateral Assets,
,Singularity Dao,SDAO,0x993864e43caa7f7f12953ad6feb1d1ca635b875f,UNKNOWN,,sdao,1548,SingularityDAO,SDAO,$0.05,$4.64M,Investment Management,Asset Managers,"['A.I.', 'DeFi']",89,Protocol,Others,
,simpson in a memes world,SEW,0xe187f767c42bdbe962fa544f621e647abd91a530,NEUTRAL,,sew,,,,,,,,,0,,,
,Stargate Ether Vault,SGETH,0x72e2f4830b9e45d52f80ac08cb2bec0fef72ed9c,UNKNOWN,['DeFi'],sgeth,,,,,,,,,0,,,
,Shadilay,SHAD,0x198629b09cab09fe19541764adc47a2a3bd70642,UNKNOWN,,shad,,,,,,,,,0,,,
,Shar Pei,SHARPEI,0xa2884816c14f2c058a03f1619861df585cb7953e,UNKNOWN,,sharpei,,,,,,,,,0,,,
,Shibu Inu,SHIBU,0x9dbaa2b2df98b311808ecd62cf55807997973e11,UNKNOWN,,shibu,,,,,,,,,0,,,
,Shina Inu,SHIN,0xa0bbbe391b0d0957f1d013381b643041d2ca4022,NEUTRAL,,shin,,,,,,,,,0,,,
,Shinobi,SHINJA,0x4dc785423f68451382c94262fe0db8dc8529dbf3,UNKNOWN,,shinja,,,,,,,,,0,,,
,SHIVA INU,SHIV,0xeb51b8dc2d43469c0f0b7365c8a18438907bdf21,UNKNOWN,['MEME'],shiv,,,,,,,,,0,,,
,SMIDGE,Smidge,0xea3665e272f14052442e433fb0059424d16cc6c7,UNKNOWN,['MEME'],smidge,,,,,,,,,0,,,
,Swarm Markets,SMT,0xb17548c7b510427baac4e267bea62e800b247173,NEUTRAL,['Security'],smt,1372,Swarm Markets,SMT,$0.08,$6.82M,Synthetic Assets,Real World Assets,,100,Synthetic,Others,
,Sensay,SNSY,0x82a605d6d9114f4ad6d5ee461027477eeed31e34,NEUTRAL,,snsy,1182,Sensay,snsy,$0.00,$10.93M,Consumer Infrastructure,"Identity, Reputation, and Credentialing","['Dog-Themed', 'Meme']",100,Protocol,Others,
,Wrapped SOL (Wormhole),SOL,0xd31a59c85ae9d8edefec411d448f90841571b89c,NEUTRAL,"['Wormhole', 'Bridge', 'Bridged Token']",sol,141,SOL (Wormhole),SOL,$158.57,,Synthetic Assets,Wrapped Assets,,100,Synthetic,Wrapped Assets,TRUE
,SPECTRE AI,SPECTRE,0x9cf0ed013e67db12ca3af8e7506fe401aa14dad6,UNKNOWN,['Artificial Intelligence'],spectre,791,Spectre AI,spectre,$2.94,$29.35M,Marketplaces,Prediction,"['A.I.', 'Trading Bots']",46,Protocol,Marketplaces,
,SPIKE,SPIKE,0xa949101be849184c77e5ac1405aaf3cdf41da1b2,UNKNOWN,,spike,,,,,,,,,0,,,
,Spike,SPIKE,0x63e83de9fec8aa5e22f79a8428d23781e2687b63,NEUTRAL,,spike,,,,,,,,,0,,,
,Spike,SPIKE,0xa04ef8e6af9c51df8bc0d6cbaa53fac1f1ef536e,UNKNOWN,,spike,,,,,,,,,0,,,
,Spurdo Spärde,SPURDO,0xd3999188ff689b99d8097a4876f61e70b22f7881,NEUTRAL,,spurdo,,,,,,,,,0,,,
,spurdo,spurdo,0x59c6766de1dc50a9c9db86cb0461b5ce07408ab7,UNKNOWN,['MEME'],spurdo,,,,,,,,,0,,,
,SquidGrow,SquidGrow,0xd8fa690304d2b2824d918c0c7376e2823704557a,UNKNOWN,"['DeFi', 'Old Contract']",squidgrow,,,,,,,,,0,,,
,Staked Aethir,stAethir,0xc96aa65f31e41b4ca6924b86d93e25686019e59c,UNKNOWN,,staethir,,,,,,,,,0,,,
,Staked ALT,STALT,0xb6d149c8dda37aaaa2f8ad0934f2e5682c35890b,NEUTRAL,['Staking'],stalt,,,,,,,,,0,,,
,Steakhouse Resteaking Vault,steakLRT,0xbeef69ac7870777598a04b2bd4771c71212e6abc,UNKNOWN,,steaklrt,,,,,,,,,0,,,
,StakeStone Ether,STONE,0x7122985656e38bdc0302db86685bb972b145bd3c,UNKNOWN,['Staking'],stone,,,,,,,,,0,,,
,Stonks,STONKS,0x7d4a23832fad83258b32ce4fd3109ceef4332af4,NEUTRAL,,stonks,803,STONKS,stonks,$0.03,$28.56M,Cryptocurrency,Cryptocurrency,"['Meme', 'Parody Coins']",29,Cryptocurrency,Cryptocurrency,
,Caught In A Storm,STORMY,0xe1a7099f22455b02d226cad9c3510aa169c34b28,UNKNOWN,,stormy,,,,,,,,,0,,,
,Can&#39;t Stump The Trump,STUMP,0xba42cbacc8a2ad0c8a964a79ee90d602fdf99670,UNKNOWN,,stump,,,,,,,,,0,,,
,Superstonk,SUPERSTONK,0xdeb33fee81f7c4dd964a9c90aa35f2e8dfa697f6,UNKNOWN,,superstonk,,,,,,,,,0,,,
,StakeVault,SVN,0xce872db165d4f5623af9c29e03afd416bc5f67bc,NEUTRAL,,svn,,,,,,,,,0,,,
,Shadow Node,SVPN,0xc668695dcbcf682de106da94bde65c9bc79362d3,NEUTRAL,,svpn,,,,,,,,,0,,,
,swEXIT,swEXIT,0x48c11b86807627af70a34662d4865cf854251663,UNKNOWN,,swexit,,,,,,,,,0,,,
,SY Puffer ETH,SY pufETH,0x253008ba4ae2f3e6488dc998a5321d4eb1a0c905,NEUTRAL,"['Pendle', 'DeFi']",sy pufeth,,,,,,,,,0,,,
,SY ENA,SY-ENA,0x66c68a7bcc4cbcab43a2947a529765d86d4ef14f,NEUTRAL,"['Pendle', 'DeFi']",sy-ena,,,,,,,,,0,,,
,SY Ethena sUSDE,SY-sUSDE,0x4139cdc6345affbac0692b43bed4d059df3e6d65,NEUTRAL,"['Pendle', 'DeFi']",sy-susde,,,,,,,,,0,,,
,SY Ethena sUSDE,SY-sUSDE,0xc4ed348c56223c5953939e932e315f9d72cd83ff,NEUTRAL,"['Pendle', 'DeFi']",sy-susde,,,,,,,,,0,,,
,SY ether.fi weETH,SY-weETH,0xac0047886a985071476a1186be89222659970d65,UNKNOWN,"['Pendle', 'DeFi']",sy-weeth,,,,,,,,,0,,,
,SY Zircuit Staking ezETH,SY-zs-ezETH,0x7a493be5c2ce014cd049bf178a1ac0db1b434744,NEUTRAL,"['Pendle', 'DeFi']",sy-zs-ezeth,,,,,,,,,0,,,
,SY Zircuit Ether.fi weETH,SY-zs-weETH,0xd7df7e085214743530aff339afc420c7c720bfa7,NEUTRAL,"['Pendle', 'DeFi']",sy-zs-weeth,,,,,,,,,0,,,
,Symbiogenesis,SYMBIO,0x4908cb4a922166e55df7da2e6566bf82f19acfe4,UNKNOWN,,symbio,,,,,,,,,0,,,
,Simpson,Tate,0xb184f5add255d6dfec13b2a3917a49823147f9ee,NEUTRAL,,tate,,,,,,,,,0,,,
,Tate,TATE,0xa589d8868607b8d79ee4288ce192796051263b64,UNKNOWN,"['DeFi', 'Investment']",tate,,,,,,,,,0,,,
,TeiTei,TEITEI,0xcab53a59bd75f49d98e9b144ef0a4282f9b27b47,UNKNOWN,,teitei,,,,,,,,,0,,,
,Telangpu,TELANGPU,0xcb3a0d1b4c7e334c852a3ea9d0da99e6808bf333,UNKNOWN,,telangpu,,,,,,,,,0,,,
,Trumpe in a meme world,TEM,0x2d878f47900ec220374b9d4e9d4087e6cb70800c,UNKNOWN,,tem,,,,,,,,,0,,,
,Redacted Remilio Babies,TEST,0xd3d9ddd0cf0a5f0bfb8f7fceae075df687eaebab,NEUTRAL,['NFT'],test,,,,,,,,,0,,,
,Tectum Emission Token,TET,0x68a47fe1cf42eba4a030a10cd4d6a1031ca3ca0a,UNKNOWN,['Decentralized Web'],tet,1246,Tectum,tet,$1.16,$9.27M,Networks,Smart Contract Platform,,100,Protocol,Networks,
,Trump in a memes world,TEW,0x73e52778c54ad76fe693f306eb4d1081cc196fee,UNKNOWN,,tew,,,,,,,,,0,,,
,TG.Casino,TGC,0x25b4f5d4c314bcd5d7962734936c957b947cb7cf,UNKNOWN,,tgc,,,,,,,,,0,,,
,TITAN X,TITANX,0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,NEUTRAL,['DeFi'],titanx,,,,,,,,,0,,,
,"TRUMP, MOGGED",TMOG,0x000000000c098d2c8a19905a6cb9f1e4affdb78a,UNKNOWN,,tmog,,,,,,,,,0,,,
,TOAD,TOAD,0xd149656c989b8298301e1e023204fd5daa8b1fea,UNKNOWN,,toad,,,,,,,,,0,,,
,TokenFi,TOKEN,0x4507cef57c46789ef8d1a19ea45f4216bae2b528,UNKNOWN,['Launchpad'],token,573,TokenFi,TOKEN,$0.02,$54.08M,Synthetic Assets,Real World Assets,['DeFi'],100,Synthetic,Others,
,Toku,TOKU,0x9eec1a4814323a7396c938bc86aec46b97f1bd82,NEUTRAL,,toku,,,,,,,,,0,,,
,Big Tom,TOM,0xeeecd285f60e802ecb6d8d8d37790c887f9a4b33,UNKNOWN,,tom,,,,,,,,,0,,,
,Andrew Tate,TOPG,0x1fb6d68f9bddb070013f8bd76341cb3d0cc0a9cf,UNKNOWN,,topg,,,,,,,,,0,,,
,TOSA INU,TOSA,0xc0bb9a7254c7b56c2aad3146d0fd3c4b2719a0b0,UNKNOWN,,tosa,,,,,,,,,0,,,
,Trump Train,TRAIN,0x47474daeba9221034431656a89df46842f573770,UNKNOWN,['MEME'],train,,,,,,,,,0,,,
,Treimp,TREIMP,0x361d6972d4c0bea1e4df25fb6f7a5b00c725692f,UNKNOWN,,treimp,,,,,,,,,0,,,
,Trias Token,TRIAS,0x3a856d4effa670c54585a5d523e96513e148e95d,UNKNOWN,,trias,,,,,,,,,0,,,
,Trog,TROG,0x2077d81d0c5258230d5a195233941547cb5f0989,UNKNOWN,['MEME'],trog,1962,Trog,trog,$0.0₅503,$2.12M,Cryptocurrency,Cryptocurrency,"['Meme', 'Parody Coins']",100,Cryptocurrency,Cryptocurrency,
,TROLL,TROLL,0xf8ebf4849f1fa4faf0dff2106a173d3a6cb2eb3a,UNKNOWN,['MEME'],troll,1439,Troll,troll,$0.0₈599,$5.79M,Cryptocurrency,Cryptocurrency,['Meme'],33,Cryptocurrency,Cryptocurrency,TRUE
,Truflation,TRUF,0x38c2a4a7330b22788374b8ff70bba513c8d848ca,UNKNOWN,,truf,1196,Truflation,truf,$0.03,$10.65M,Data,Oracles,['Market Data'],100,Protocol,Others,
,TrumpMaga,TruMaga,0x328ea6e5ba4cc4b58799f2aec3d8ba839f4314ba,UNKNOWN,['MEME'],trumaga,,,,,,,,,0,,,
